@relation CorrelationTest

@attribute 'fulfill via' {'From RDC','Direct Drop'}
@attribute 'vendor inco term' {'N/A - From RDC',EXW,CIP,FCA,DDP,DAP,DDU}
@attribute 'shipment mode' {Truck,Air,Ocean,'Air Charter'}
@attribute 'po sent to vendor date' {'N/A - From RDC',11/13/09,2/20/15,2/28/08,9/14/11,8/26/08,10/27/10,5/2/11,10/2/08,6/30/14,2/28/14,5/9/13,3/2/11,8/21/08,9/30/09,9/16/10,10/10/12,3/17/08,8/3/11,12/6/12,8/5/13,2/26/13,2/27/13,12/10/07,11/18/14,9/12/12,2/12/14,6/20/12,4/28/08,2/15/12,8/21/12,8/22/12,4/7/08,7/16/12,5/20/14,6/12/08,7/18/08,8/7/13,3/13/15,3/11/08,2/26/14,12/29/11,7/10/13,5/5/11,5/18/11,1/11/13,10/5/09,10/4/12,7/26/12,3/20/14,8/10/12,8/12/13,5/14/09,6/2/14,8/18/09,7/7/09,3/31/09,6/21/07,2/2/11,10/16/12,4/9/09,5/18/09,12/2/09,6/25/15,8/10/10,7/9/14,9/11/13,4/20/09,8/14/14,1/17/12,5/22/13,10/29/14,3/16/15,8/28/14,2/3/14,12/4/13,11/21/12,8/28/07,2/5/10,4/2/09,8/1/11,1/27/12,3/3/08,10/22/08,8/6/13,1/27/09,3/24/10,1/17/13,5/23/08,3/17/15,9/3/09,11/5/14,7/9/09,10/23/09,1/7/08,6/4/09,7/31/12,1/23/12,1/14/09,10/7/10,8/18/11,10/5/11,5/21/13,8/30/11,4/20/11,10/22/09,7/31/08,6/13/12,11/16/11,2/25/11,3/13/08,10/27/08,9/4/13,6/20/08,6/18/14,4/24/12,6/21/10,8/13/12,11/21/13,5/27/09,5/23/11,1/12/10,5/13/08,1/15/13,12/4/14,7/20/11,9/21/11,11/19/07,11/16/07,6/5/12,5/12/15,6/14/12,4/30/09,1/3/08,10/18/07,5/29/13,4/4/09,4/29/14,2/27/14,4/3/14,8/12/11,7/18/11,4/11/13,6/2/09,3/11/09,4/19/06,4/9/12,11/19/14,8/2/12,9/15/11,8/27/14,8/4/11,12/26/12,3/28/12,2/26/08,8/23/10,5/26/15,1/28/14,9/4/14,2/12/13,3/25/09,7/6/07,8/13/14,2/6/12,6/23/14,4/21/11,4/20/15,8/31/09,11/6/12,11/14/08,10/15/13,8/27/08,6/7/10,8/29/08,2/29/08,7/21/10,12/22/09,2/18/09,12/18/14,7/30/10,9/2/10,5/8/13,8/29/11,10/16/14,7/30/14,3/19/12,9/22/11,1/23/13,6/13/11,5/20/08,11/1/13,1/29/08,9/17/08,10/24/08,11/30/07,2/17/12,12/2/08,9/25/14,7/1/14,4/1/13,5/19/14,12/8/14,6/6/09,7/17/15,12/11/08,12/16/14,5/6/14,8/22/08,4/5/12,1/8/10,11/13/13,12/14/06,3/19/14,6/1/10,7/26/07,2/1/12,1/2/13,9/18/08,11/22/10,1/25/07,3/1/07,4/15/09,9/24/10,8/11/09,7/2/12,9/7/11,5/22/15,3/5/14,10/29/09,7/9/12,12/9/10,2/17/10,3/30/11,10/14/08,5/31/11,7/28/08,8/24/11,5/27/10,9/19/14,2/25/08,10/22/14,1/26/09,10/22/12,1/26/15,8/27/10,1/30/14,5/7/12,4/18/11,2/19/14,1/12/12,1/9/12,10/23/07,4/27/09,2/14/13,9/29/09,12/28/06,3/31/11,5/3/12,5/13/07,3/27/12,9/19/11,11/12/13,1/5/08,1/22/14,10/6/10,9/24/08,1/5/09,12/29/06,12/12/12,8/15/11,7/2/09,8/7/09,1/21/10,8/28/11,2/24/09,11/24/10,3/23/11,6/8/10,9/11/09,6/4/13,3/21/12,2/6/08,2/3/12,2/25/13,12/7/10,10/7/09,5/15/12,6/30/08,9/3/08,10/9/14,6/17/10,8/19/13,8/29/14,11/9/09,12/1/10,6/13/13,8/12/09,1/7/15,6/2/15,2/10/10,3/19/10,2/17/15,12/13/11,6/28/13,2/11/13,3/28/11,12/23/09,3/4/15,12/2/13,3/25/10,11/18/11,8/13/13,4/30/14,8/24/15,9/10/13,5/18/12,11/19/09,12/10/14,7/3/13,6/28/12,5/12/11,5/8/14,9/22/09,6/12/12,11/28/14,2/8/11,7/1/08,3/24/11,4/23/14,10/4/11,11/11/09,1/13/12,10/10/13,5/21/14,11/14/14,8/11/14,3/9/15,10/18/10,12/24/14,12/14/10,7/21/09,7/15/09,7/4/07,11/21/07,10/3/11,4/4/12,1/22/13,3/29/10,11/2/09,4/3/12,10/3/07,5/10/13,2/9/10,5/5/14,4/14/11,1/16/09,8/23/13,5/13/15,5/26/14,10/3/14,10/15/09,10/11/11,8/14/12,6/24/10,10/28/13,1/15/10,3/4/09,9/14/09,4/28/15,5/23/14,3/14/14,9/24/12,4/10/08,7/17/09,11/11/11,3/31/14,6/26/09,11/5/09,3/27/09,2/12/15,2/5/13,9/30/11,3/31/08,3/18/10,3/21/14,7/31/13,3/10/14,3/31/10,10/15/10,6/25/14,11/29/06,5/13/09,6/16/10,11/14/06,4/29/09,6/11/13,4/4/08,11/7/12,4/17/12,1/30/15,9/28/10,1/16/14,8/25/10,8/9/12,3/22/13,3/5/10,5/7/15,2/20/08,10/21/08,5/27/14,1/4/08,12/17/13,12/15/14,12/6/07,1/25/10,5/15/13,11/3/08,7/24/08,1/21/08,7/8/14,1/20/10,5/15/08,8/27/13,5/30/14,9/27/10,1/25/12,4/25/13,4/21/10,8/19/14,10/25/13,12/6/10,3/25/11,8/6/14,4/29/11,11/12/07,9/21/10,2/23/15,7/31/14,7/12/12,7/28/15,2/5/09,4/1/11,8/5/14,11/23/09,9/9/13,9/29/10,9/17/10,10/8/12,7/3/12,5/27/11,5/7/07,10/16/13,10/10/11,6/24/13,1/24/12,12/2/06,3/26/13,10/12/12,12/5/07,7/13/09,1/9/07,11/15/06,2/10/14,11/26/09,8/11/10,11/4/14,7/16/09,5/28/14,3/26/10,4/11/14,10/14/10,6/8/12,10/7/13,9/23/08,7/8/11,5/1/13,7/25/13,11/28/13,6/5/09,7/3/08,2/15/11,8/15/12,3/19/15,7/16/13,10/30/14,2/9/11,3/8/12,2/6/13,11/17/06,5/11/15,11/4/13,7/1/10,11/2/11,3/7/14,4/4/11,10/31/12,3/6/09,12/19/14,9/26/12,9/2/13,4/16/12,2/1/11,11/17/09,6/23/09,1/7/10,5/16/14,8/3/09,11/9/11,4/29/10,11/4/10,3/2/15,10/22/13,10/24/13,7/1/13,8/25/14,10/30/13,11/25/14,12/31/14,1/16/12,2/4/14,4/15/14,5/14/08,2/14/14,11/1/11,11/22/07,2/6/15,11/2/10,10/25/12,3/3/14,6/22/11,6/29/09,12/30/08,7/11/12,2/13/13,4/17/15,1/11/10,6/11/12,1/29/10,11/18/10,12/8/09,7/30/13,9/19/13,3/7/10,4/23/10,3/13/09,12/27/13,4/15/10,3/12/10,3/11/13,9/12/14,7/7/11,4/24/09,8/2/13,1/21/11,6/3/14,5/17/13,5/27/15,4/14/14,3/19/09,2/24/12,6/13/08,9/10/10,3/30/09,5/26/11,8/4/14,2/9/15,7/25/08,11/19/08,5/1/12,7/15/08,6/10/08,12/30/11,6/26/14,7/18/12,2/15/08,3/28/13,5/23/13,3/6/13,11/15/14,1/24/08,7/3/07,8/19/09,6/1/12,5/29/15,11/24/09,1/18/12,5/1/14,7/30/12,5/15/14,11/10/10,6/12/13,9/17/13,1/7/11,2/24/15,5/8/09,1/25/11,7/17/12,7/17/07,11/19/10,5/5/10,10/8/13,11/17/14,11/9/12,2/12/10,8/9/13,6/19/14,11/6/09,8/2/10,7/18/14,3/17/13,3/18/09,6/20/14,8/20/14,2/4/13,8/26/14,1/3/13,3/9/12,7/10/15,12/14/09,5/7/14,2/7/13,12/5/06,8/4/15,3/14/12,11/12/14,3/8/13,7/23/08,7/11/14,2/8/13,3/14/13,5/19/11,11/4/08,7/14/15,10/31/13}
@attribute brand {Generic,Uni-Gold,Determine,Stat-Pak,Bioline,OraQuick,Capillus,Genie,LAV,Multispot,'Colloidal Gold',Clearview,Reveal,'First Response',Hexagon,DoubleCheck,InstantCHEK,Coartem,Aluvia,Truvada,Crixivan,Norvir,Isentress,Zerit,Invirase,Viramune,'Videx EC',Prezista,Intelence,Viread,Retrovir,Trizivir,Combivir,Epivir,Ziagen,Kaletra,Atripla,Viracept,Stocrin/Sustiva,Paramax,Videx,Reyataz}
@attribute dosage {300mg,20/120mg,50+153mg,150mg,200mg,150/300/200mg,200/50mg,300/300mg,600/300mg,300/200mg,150/300mg,250mg,600mg,30mg,400mg,100mg,15mg,600/300/300mg,200/300mg,150/200/30mg,40mg,150/30mg,600/200/300mg,20mg,150/300mg+600mg,300/150/300mg,300/100mg,500mg,150/200/40mg,133.3/33.3mg,150/300+200mg,500/25mg,10mg/ml,50mg,80/20mg/ml,100/25mg,60/12mg,20mg/ml,30mg/ml,30/50/60mg,30/60mg,60/30mg,30/50/6mg,25mg,30/6mg,80mg/ml,1mg/ml,60mg,50mg/g,125mg,60/100/12mg}
@attribute 'dosage form' {'Test kit - Ancillary','Test kit','Tablet - FDC + blister','Tablet - FDC + co-blister',Tablet,'Tablet - FDC','Delayed-release capsules',Capsule,'Delayed-release capsules - blister','Tablet - blister','Oral solution','Chewable/dispersible tablet','Chewable/dispersible tablet - FDC','Oral suspension','Powder for oral solution',Injection,'Oral powder'}
@attribute 'unit of measure (per pack)' numeric
@attribute 'line item quantity' numeric
@attribute 'line item value' numeric
@attribute 'pack price' numeric
@attribute 'unit price' numeric
@attribute 'manufacturing site' {'Inverness Japan','Trinity Biotech Plc','Alere Medical Co. Ltd.','Chembio Diagnostics Sys. Inc.','Standard Diagnostics Korea','Orasure Technologies Inc USA','Bio-Rad Laboratories','KHB Test Kit Facility Shanghai China','ABBVIE GmbH & Co.KG Wiesbaden','Pacific Biotech Thailand','Ranbaxy Fine Chemicals LTD','Not Applicable','Premier Med. Corp Ltd. India','Human Diagnostic','Orasure Technologies Inc','INVERNESS ANY','Inverness USA','EY Laboratories USA','Novartis Pharma Suffern USA','Novartis Pharma AG Switzerland','Ipca Dadra/Nagar Haveli IN','Aurobindo Unit III India','Cipla Goa India','Strides Bangalore India.','Mylan (formerly Matrix) Nashik','ABBVIE Ludwigshafen Germany','Ranbaxy per Shasun Pharma','Aspen-OSD Port Elizabeth SA','Hetero Unit III Hyderabad IN','MSD Haarlem NL','ABBVIE (Abbott) Logis. UK','Macleods Daman Plant INDIA','Aurobindo Unit VII IN','Cipla Kurkumbh India','Ranbaxy Paonta Shahib India','BMS Meymac France','Roche Basel','Boehringer Ing. Koropi GR','Micro labs Verna Goa India','Janssen-Cilag Latina IT','ABBVIE (Abbott) France','Hetero Jadcherla unit 5 IN','Ranbaxy per Shasun Pharma Ltd','Bristol-Myers Squibb Anagni IT','Emcure Plot No.P-2 I.T-B.T. Park Phase II MIDC Hinjwadi Pune India','GSK Ware (UK)','Gilead(Nycomed) Oranienburg DE','GSK U1 Poznan Poland','GSK Aranda','GSK Cape Town Factory (South Africa)','Cipla Patalganga India','Janssen Ortho LLC Puerto Rico','BI Ingelheim Germany','Cipla Ltd A-42 MIDC Mahar. IN','MSD Elkton USA','Mylan  H-12 & H-13 India','ABBVIE (Abbott) St. P burg USA',ABBSP,'Roche Madrid','MSD Midrand J burg SA','Guilin OSD site No 17 China','Micro Labs Hosur India','Meditab (for Cipla) Daman IN','Micro Labs Ltd. (Brown & Burk) India','Weifa A.S. Hausmanngt. 6 P.O. Box 9113 GrÃ¸nland 0133 Oslo Norway','ABBVIE Labs North Chicago US','GSK Mississauga (Canada)','MSD Manati Puerto Rico (USA)','GSK Barnard Castle UK','BMS Evansville US','GSK Crawley','Boehringer Ingelheim Roxane US'}
@attribute 'first line designation' {True,False}
@attribute 'weight (kilograms)' numeric
@attribute 'line item insurance (usd)' numeric
@attribute 'sub classification' {'HIV test - Ancillary','HIV test',ACT,Adult,Malaria,Pediatric}

@data
'Direct Drop',FCA,Air,3/2/15,Norvir,100mg,Tablet,29.029029,0.64355,1.563175,17.285455,3.268385,'ABBVIE Ludwigshafen Germany',True,1.519792,1.420521,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,6.058084,4.248093,5.001338,0.460926,'Aurobindo Unit III India',False,8.058515,3.371629,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.12742,0.55242,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.022161,0.835448,Adult
'Direct Drop',EXW,Air,1/15/13,Stat-Pak,300mg,'Test kit',19.019019,3.224204,9.744639,21.551083,6.075843,'Chembio Diagnostics Sys. Inc.',True,0.671835,9.307979,'HIV test'
'Direct Drop',EXW,Air,8/9/12,Generic,150/300mg,'Tablet - FDC',59.059059,29.766225,21.953745,5.261437,0.502828,'Hetero Unit III Hyderabad IN',False,12.339127,23.766158,Adult
'Direct Drop',EXW,Air,3/13/15,Determine,300mg,'Test kit',99.099099,9.272611,77.285071,59.451265,3.352189,'Alere Medical Co. Ltd.',True,3.935364,70.237298,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,72.761525,85.04178,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',True,6.830317,108.346176,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300/300mg,'Tablet - FDC',29.029029,12.000039,10.288899,6.116049,1.131364,'Mylan (formerly Matrix) Nashik',True,0.765145,13.109008,Adult
'Direct Drop',EXW,Air,6/21/07,Stat-Pak,300mg,'Test kit',19.019019,12.901655,36.290381,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',True,3.036085,44.833974,'HIV test'
'Direct Drop',EXW,Air,5/29/15,Generic,50mg,'Chewable/dispersible tablet',29.029029,3.712915,0.483662,0.928926,0.167609,'Aurobindo Unit III India',True,0.166792,0.439778,Pediatric
'Direct Drop',EXW,Air,10/4/12,Determine,300mg,'Test kit',99.099099,3.791948,31.612954,59.451265,3.352189,'Alere Medical Co. Ltd.',True,1.185041,34.222229,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,200mg,Tablet,59.059059,0.866132,0.322692,2.653013,0.251414,'Aurobindo Unit III India',False,1.931524,0.398265,Adult
'Direct Drop',EXW,Air,10/30/14,Generic,200mg,Tablet,59.059059,6.933893,1.560486,1.605184,0.167609,'Hetero Unit III Hyderabad IN',False,0.706826,1.417926,Adult
'Direct Drop',DDP,Ocean,3/28/11,Generic,200mg,Tablet,59.059059,208.358737,59.035337,2.021343,0.209512,'Cipla Goa India',True,1.519792,75.212365,Adult
'Direct Drop',EXW,Air,5/20/14,Uni-Gold,300mg,'Test kit',19.019019,0.025807,0.091398,23.780506,6.704379,'Trinity Biotech Plc',False,0.130634,0.072648,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Truvada,300/200mg,'Tablet - FDC',29.029029,72.579266,198.463022,19.507446,3.687408,'Aspen-OSD Port Elizabeth SA',False,7.142907,245.185796,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.85968,0.876544,7.260486,0.670438,'Ranbaxy Paonta Shahib India',False,0.178456,1.083228,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',29.029029,1.711296,0.356855,1.486282,0.293317,'Cipla Goa India',False,0.073482,0.441075,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,200/300mg,'Tablet - FDC',29.029029,105.647115,129.309432,8.731905,1.634192,'Mylan (formerly Matrix) Nashik',True,6.876973,215.265346,Adult
'Direct Drop',EXW,Air,10/7/10,Bioline,300mg,'Test kit',24.024024,0.191936,0.403226,14.862816,3.352189,'Standard Diagnostics Korea',True,0.046655,0.670693,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,9.525837,2.421556,1.813264,0.167609,'Aurobindo Unit III India',True,0.330085,3.664814,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral solution',239.239239,3.145171,0.688358,1.560596,0.041902,'Aurobindo Unit III India',False,18.702893,0.657721,Pediatric
'Direct Drop',EXW,Air,7/2/09,Uni-Gold,300mg,'Test kit',19.019019,0.401614,1.344088,23.780506,6.704379,'Trinity Biotech Plc',True,0.102641,2.034134,'HIV test'
'Direct Drop',EXW,Air,10/16/12,Determine,300mg,'Test kit',99.099099,4.424208,41.03098,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.383326,44.417548,'HIV test'
'Direct Drop',EXW,Air,6/12/12,Generic,200mg,Tablet,59.059059,36.288827,8.883583,1.746381,0.167609,'Aurobindo Unit III India',True,2.501884,9.616732,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,15mg,Capsule,59.059059,0.056452,0.009073,1.114711,0.083805,'Aurobindo Unit III India',False,0.964596,0.01427,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,0.343549,0.31496,6.509913,0.628536,'Aurobindo Unit III India',True,0.022161,0.476102,Adult
'Direct Drop',DDP,Truck,8/27/14,Generic,600mg,Tablet,29.029029,0.183872,0.323169,12.432746,2.346533,'Hetero Unit III Hyderabad IN',True,1.519792,0.308752,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,96.772893,83.266263,6.138343,0.586633,'Cipla Goa India',True,9.164243,79.531008,Adult
'Direct Drop',EXW,Air,10/16/12,Determine,300mg,'Test kit',99.099099,4.424208,41.03098,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.440478,44.417548,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,10mg/ml,'Oral suspension',239.239239,32.256556,6.55243,1.449125,0.041902,'Aurobindo Unit III India',True,8.705855,8.347993,Pediatric
'Direct Drop',EXW,Air,8/28/07,Stat-Pak,300mg,'Test kit',19.019019,16.127471,45.362976,20.064802,5.65682,'Chembio Diagnostics Sys. Inc.',True,3.805896,56.042468,'HIV test'
'Direct Drop',FCA,Air,1/25/12,Aluvia,200/50mg,Tablet,119.119119,3.098397,19.639823,45.197824,2.137021,'ABBVIE Ludwigshafen Germany',True,0.544699,21.261111,Adult
'Direct Drop',DDP,Truck,6/5/12,Determine,300mg,'Test kit',99.099099,2.014523,27.039274,95.679379,5.405405,'Alere Medical Co. Ltd.',True,1.519792,29.270514,'HIV test'
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',29.029029,2.579041,0.537635,1.486282,0.293317,'Cipla Goa India',True,2.93811,0.664207,Adult
'From RDC','N/A - From RDC','Air Charter','N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,5.209694,4.75531,6.509913,0.628536,'Aurobindo Unit III India',False,2.182296,7.196009,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,60/30mg,'Tablet - FDC',59.059059,3.546786,1.478497,2.972563,0.293317,'Aurobindo Unit III India',True,0.12247,1.412737,Pediatric
'Direct Drop',DDP,Truck,8/27/14,Aluvia,200/50mg,Tablet,119.119119,0.035484,0.099541,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',False,1.519792,0.094701,Adult
'Direct Drop',FCA,Air,4/25/13,Videx,25mg,'Chewable/dispersible tablet',59.059059,0.598389,0.437501,5.201986,0.502828,'Bristol-Myers Squibb Anagni IT',True,0.110806,0.417724,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,2.954848,0.751433,1.813264,0.167609,'Aurobindo Unit III India',True,0.102641,1.137714,Adult
'Direct Drop',EXW,Air,2/13/13,Generic,600/300/300mg,'Tablet - FDC',29.029029,75.485727,90.348765,8.538688,1.59229,'Mylan (formerly Matrix) Nashik',True,6.159649,86.295022,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,4.877435,7.984346,11.674742,2.178923,'Aurobindo Unit III India',True,1.519792,12.08286,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/30mg,'Tablet - FDC',29.029029,23.892013,4.977831,1.486282,0.293317,'Cipla Goa India',False,5.35718,7.533301,Adult
'Direct Drop',DDP,Truck,8/13/13,Generic,150/300mg,'Tablet - FDC',59.059059,0.303227,1.039876,24.337862,2.30463,'Hetero Unit III Hyderabad IN',False,1.519792,0.993716,Adult
'Direct Drop',DDP,Truck,10/9/14,Intelence,100mg,Tablet,119.119119,0.004839,0.01849,20.443804,0.963754,'Janssen-Cilag Latina IT',False,1.519792,0.01427,Adult
'Direct Drop',EXW,Air,2/20/15,Determine,300mg,'Test kit',99.099099,0.111291,1.046709,66.139532,3.729311,'Alere Medical Co. Ltd.',True,1.519792,0.950906,'HIV test'
'Direct Drop',CIP,Air,6/3/14,Isentress,400mg,Tablet,59.059059,0.258065,1.501263,41.244315,3.855018,'MSD Haarlem NL',True,1.519792,1.1922,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,5.077436,8.602625,12.08347,2.262728,'Aurobindo Unit III India',False,1.658591,10.627312,Adult
'Direct Drop',DDP,Truck,7/21/09,Generic,50mg,Capsule,29.029029,7.917767,3.141618,2.831366,0.544731,'Aurobindo Unit III India',True,1.519792,4.754529,Pediatric
'Direct Drop',DDP,Ocean,9/24/10,Generic,300mg,Tablet,59.059059,16.70328,12.754861,5.447222,0.502828,'Aurobindo Unit III India',True,0.610016,21.233868,Adult
'Direct Drop',EXW,Air,5/20/14,Uni-Gold,300mg,'Test kit',19.019019,0.009677,0.037634,23.780506,6.704379,'Trinity Biotech Plc',False,0.130634,0.029837,'HIV test'
'Direct Drop',DDP,Truck,8/3/09,Generic,1mg/ml,'Oral solution',199.199199,0.48226,0.126625,1.865283,0.041902,'Aurobindo Unit III India',False,1.519792,0.191997,Pediatric
'Direct Drop',DDP,Truck,12/2/13,Zerit,20mg,Capsule,59.059059,0.01129,0.006442,3.559644,0.335219,'Bristol-Myers Squibb Anagni IT',False,1.519792,0.006486,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,8.062929,10.089062,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',True,4.953613,12.46426,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Invirase,200mg,Capsule,269.269269,1.027423,8.429503,58.440593,1.215169,'Roche Basel',False,1.531456,31.149964,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,30/60mg,'Tablet - FDC',59.059059,2.790332,0.657269,1.679498,0.167609,'Mylan (formerly Matrix) Nashik',True,0.088645,0.627883,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,4.067755,1.356454,2.378051,0.209512,'Hetero Unit III Hyderabad IN',True,0.682332,2.052296,Adult
'Direct Drop',FCA,Air,2/4/13,Generic,100/25mg,Tablet,59.059059,4.643563,2.874198,4.414256,0.419024,'ABBVIE Ludwigshafen Germany',True,0.390737,2.745043,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300mg,'Tablet - FDC',59.059059,5.804857,5.298396,6.509913,0.628536,'Hetero Unit III Hyderabad IN',True,0.277598,8.820202,Adult
'Direct Drop',DDP,Ocean,9/24/10,Generic,600mg,Tablet,29.029029,41.43723,19.553923,3.366428,0.628536,'Aurobindo Unit III India',True,1.519792,32.552631,Adult
'Direct Drop',DDP,Air,'N/A - From RDC',Zerit,30mg,Capsule,59.059059,16.546828,6.58489,2.838798,0.251414,'BMS Meymac France',False,1.519792,9.9657,Adult
'Direct Drop',EXW,Air,8/1/11,Determine,300mg,'Test kit',99.099099,2.41775,20.161323,59.451265,3.352189,'Inverness Japan',True,0.832795,25.686131,'HIV test'
'Direct Drop',EXW,Air,7/4/07,Generic,10mg/ml,'Oral suspension',239.239239,1.611296,0.322581,1.42683,0.041902,'Aurobindo Unit III India',True,1.097563,0.398265,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,20mg/ml,'Oral solution',239.239239,0.54355,1.195382,15.643114,0.377121,'Aurobindo Unit III India',True,10.504412,1.476304,Pediatric
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200/50mg,Tablet,119.119119,28.385575,78.95174,19.84186,0.921852,'Mylan (formerly Matrix) Nashik',False,6.37543,85.468655,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,200mg,Tablet,59.059059,225.805567,59.039074,1.865283,0.167609,'Hetero Unit III Hyderabad IN',True,10.24431,98.284478,Adult
'Direct Drop',EXW,Air,2/1/11,Generic,400mg,'Delayed-release capsules',29.029029,3.587108,7.476491,14.862816,2.807459,'Aurobindo Unit III India',True,0.20295,9.524625,Adult
'Direct Drop',EXW,Air,6/11/12,Generic,150/300/200mg,'Tablet - FDC',59.059059,3.764528,3.668059,6.948367,0.670438,'Mylan (formerly Matrix) Nashik',False,3.441985,3.970972,Adult
'Direct Drop',EXW,Air,8/5/13,Determine,300mg,'Test kit - Ancillary',99.099099,0.183872,0.15457,5.945126,0.335219,'Alere Medical Co. Ltd.',True,0.173791,0.14789,'HIV test - Ancillary'
'Direct Drop',DDP,Air,11/12/07,Retrovir,10mg/ml,'Oral solution',199.199199,0.062903,0.05336,5.900538,0.167609,'GSK Mississauga (Canada)',True,1.519792,0.066161,Pediatric
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Aluvia,200/50mg,Tablet,119.119119,0.385485,1.657261,30.543087,1.42468,'ABBVIE Ludwigshafen Germany',True,0.060652,2.047107,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,600mg,Tablet,29.029029,71.184101,92.096368,9.229809,1.717997,'Aurobindo Unit III India',True,4.761161,113.777885,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,64.179239,59.968887,6.665973,0.628536,'Aurobindo Unit III India',True,5.432995,57.278775,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,300mg,Tablet,59.059059,0.141936,0.218762,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',False,0.232109,0.278915,Adult
'Direct Drop',EXW,Air,3/21/14,Generic,300/100mg,Tablet,29.029029,2.903235,6.051757,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',True,0.262435,4.803825,Adult
'Direct Drop',CIP,Air,9/27/10,Generic,400mg,'Delayed-release capsules',29.029029,0.958068,2.024323,15.048601,2.849361,'Aurobindo Unit III India',True,0.101475,3.370332,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,300mg,Tablet,59.059059,7.861316,13.014764,11.808507,1.089462,'Cipla Patalganga India',True,2.981266,16.581825,Adult
'Direct Drop',FCA,Air,2/9/11,Norvir,100mg,Capsule,335.335335,0.020968,0.485743,153.466009,2.556044,'ABBVIE (Abbott) Logis. UK',True,0.060652,0.618802,Adult
'From RDC','N/A - From RDC',Air,'N/A - From RDC',Generic,150mg,Tablet,59.059059,15.024242,3.819065,1.813264,0.167609,'Strides Bangalore India.',False,11.504,6.357966,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,600mg,Tablet,29.029029,9.514547,4.30209,3.225231,0.586633,'Aurobindo Unit III India',False,21.117298,7.162279,Adult
'From RDC','N/A - From RDC',Truck,'N/A - From RDC',Generic,150/300/200mg,'Tablet - FDC',59.059059,54.711467,46.221079,6.026872,0.586633,'Cipla Goa India',True,19.374727,36.688357,Adult
