'pq #','fulfill via','vendor inco term','po sent to vendor date','molecule/test type',brand,dosage,'dosage form','unit of measure (per pack)','pack price','unit price','manufacturing site','sub classification'
FPQ-11884,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.022681,0.670438,'Aurobindo Unit III India',Adult
FPQ-13976,'Direct Drop',EXW,4/30/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-8297,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Macleods Daman Plant INDIA',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.174549,1.550388,'Hetero Unit III Hyderabad IN',Adult
FPQ-6708,'Direct Drop',DDP,12/14/10,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,4.941886,0.921852,'Aurobindo Unit III India',Adult
FPQ-5303,'Direct Drop',DDP,3/19/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.880146,0.167609,'Aurobindo Unit III India',Adult
FPQ-12587,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',Adult
FPQ-9056,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.174549,0.754243,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-13508,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.440742,0.628536,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,32.735353,3.058873,'Aurobindo Unit III India',Adult
FPQ-6262,'Direct Drop',DDP,9/24/10,Efavirenz,Generic,600mg,Tablet,29.029029,3.366428,0.628536,'Aurobindo Unit III India',Adult
FPQ-3896,'Direct Drop',EXW,6/26/09,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.398442,0.586633,'Aurobindo Unit III India',Adult
FPQ-8364,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-4395,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.59585,0.544731,'Aurobindo Unit III India',Adult
FPQ-4537,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Aurobindo Unit III India',Adult
FPQ-10477,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.402634,0.502828,'Cipla Goa India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,9.86891,0.921852,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Stavudine,Generic,30mg,Capsule,59.059059,1.151868,0.125707,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.526679,0.251414,'Aurobindo Unit III India',Adult
FPQ-15622,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,9.772302,1.843704,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6470,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.437502,0.209512,'Cipla Goa India',Adult
FPQ-7267,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,600/200/300mg,'Tablet - FDC',29.029029,14.803365,2.765556,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,20.458667,1.927509,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-12248,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Hetero Unit III Hyderabad IN',Adult
FPQ-4265,'Direct Drop',FCA,11/5/09,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-4273,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.808121,0.460926,'Cipla Goa India',Adult
FPQ-11771,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,14.045361,0.670438,'ABBVIE Ludwigshafen Germany',Adult
FPQ-11828,'Direct Drop',DDP,'N/A - From RDC',Lamivudine,Epivir,150mg,Tablet,59.059059,5.06822,0.460926,'GSK Ware (UK)',Adult
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Efavirenz,Generic,600mg,Tablet,29.029029,9.378437,1.759899,'Aurobindo Unit III India',Adult
FPQ-3815,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.813264,0.167609,'Aurobindo Unit III India',Adult
FPQ-7658,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,3.998098,0.377121,'Cipla Goa India',Adult
FPQ-10089,'Direct Drop',EXW,6/12/12,Nevirapine,Generic,200mg,Tablet,59.059059,1.738949,0.167609,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',29.029029,1.486282,0.293317,'Cipla Goa India',Adult
FPQ-14942,'Direct Drop',DDP,2/12/15,Abacavir,Generic,300mg,Tablet,59.059059,37.045569,3.477897,'Aurobindo Unit III India',Adult
FPQ-11286,'Direct Drop',EXW,2/5/13,Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,1.850421,0.167609,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.291163,0.502828,'Strides Bangalore India.',Adult
FPQ-11033,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.817841,1.466583,'Mylan (formerly Matrix) Nashik',Adult
FPQ-10946,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-9888,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Aurobindo Unit III India',Adult
FPQ-13575,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.492762,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-12522,'Direct Drop',DDP,8/13/13,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,12.499628,2.346533,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Aurobindo Unit III India',Adult
FPQ-5303,'Direct Drop',DDP,3/19/10,Nevirapine,Generic,200mg,Tablet,59.059059,2.169971,0.209512,'Aurobindo Unit III India',Adult
FPQ-7175,'Direct Drop',DDP,9/30/11,Efavirenz,Generic,600mg,Tablet,29.029029,3.16578,0.586633,'Aurobindo Unit III India',Adult
FPQ-4711,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.526679,0.251414,'Strides Bangalore India.',Adult
FPQ-5702,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.258197,0.419024,'Strides Bangalore India.',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,12.076038,2.262728,'Aurobindo Unit III India',Adult
FPQ-14083,'Direct Drop',EXW,6/2/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.545733,0.125707,'Micro labs Verna Goa India',Adult
FPQ-14728,'Direct Drop',EXW,8/14/14,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.433311,0.628536,'Hetero Unit III Hyderabad IN',Adult
'Pre-PQ Process','Direct Drop',FCA,3/31/08,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-5688,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Aurobindo Unit III India',Adult
FPQ-5276,'Direct Drop',FCA,3/18/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,26.871972,1.257071,'ABBVIE Ludwigshafen Germany',Adult
FPQ-7052,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,3.998098,0.377121,'Strides Bangalore India.',Adult
FPQ-8476,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.945126,0.544731,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Stavudine,Generic,30mg,Capsule,59.059059,2.229422,0.209512,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13696,'Direct Drop',EXW,3/21/14,Atazanavir/Ritonavir,Generic,300/100mg,Tablet,29.029029,14.862816,2.807459,'Mylan (formerly Matrix) Nashik',Adult
FPQ-14516,'Direct Drop',EXW,8/11/14,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,4.258197,0.419024,'Strides Bangalore India.',Adult
'Pre-PQ Process','Direct Drop',DDP,4/2/09,Lamivudine,Generic,150mg,Tablet,59.059059,5.261437,0.502828,'Aurobindo Unit III India',Adult
FPQ-14784,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,8.241432,0.754243,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8302,'Direct Drop',EXW,9/30/11,Abacavir/Lamivudine/Zidovudine,Generic,300/150/300mg,'Tablet - FDC',59.059059,20.807943,1.969411,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,6.056598,0.586633,'Ranbaxy Paonta Shahib India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,9.86891,1.843704,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13214,'Direct Drop',DDP,12/2/13,Lamivudine,Epivir,150mg,Tablet,59.059059,8.546119,0.796145,'GSK Cape Town Factory (South Africa)',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,'Tablet - FDC',59.059059,5.499242,0.502828,'Cipla Goa India',Adult
FPQ-10089,'Direct Drop',EXW,6/12/12,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.559644,0.670438,'Hetero Unit III Hyderabad IN',Adult
FPQ-15692,'Direct Drop',EXW,2/17/15,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Hetero Unit III Hyderabad IN',Adult
FPQ-12477,'Direct Drop',EXW,7/31/13,Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,4.822984,0.460926,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9749,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.705033,0.502828,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
FPQ-13166,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.047264,1.885607,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8952,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,4.117,0.754243,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','Direct Drop',DDP,3/27/09,Stavudine,Generic,30mg,Capsule,59.059059,2.229422,0.209512,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.972563,0.293317,'Cipla Goa India',Adult
FPQ-9472,'From RDC','N/A - From RDC','N/A - From RDC','Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,5.283731,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11771,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,15.605957,0.754243,'Mylan (formerly Matrix) Nashik',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,7.059838,0.670438,'Aurobindo Unit III India',Adult
FPQ-13524,'Direct Drop',EXW,3/10/14,Nevirapine,Generic,200mg,Tablet,59.059059,1.672067,0.167609,'Aurobindo Unit III India',Adult
FPQ-13973,'Direct Drop',DDP,5/8/14,Raltegravir,Isentress,400mg,Tablet,59.059059,62.90687,5.908234,'MSD Haarlem NL',Adult
FPQ-4694,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
FPQ-11153,'Direct Drop',DDP,1/17/13,Darunavir,Prezista,300mg,Tablet,119.119119,49.493178,2.30463,'Aspen-OSD Port Elizabeth SA',Adult
FPQ-13107,'From RDC','N/A - From RDC','N/A - From RDC','Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,8.28602,1.550388,'Hetero Unit III Hyderabad IN',Adult
FPQ-9876,'From RDC','N/A - From RDC','N/A - From RDC',Lopinavir/Ritonavir,Generic,200/50mg,Tablet,119.119119,22.056419,1.047559,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5094,'Direct Drop',FCA,3/31/10,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,61.086175,2.849361,'ABBVIE Ludwigshafen Germany',Adult
FPQ-6384,'Direct Drop',EXW,10/15/10,Lamivudine,Generic,150mg,Tablet,59.059059,1.746381,0.167609,'Strides Bangalore India.',Adult
FPQ-10119,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Stavudine,Generic,150/30mg,'Tablet - FDC',59.059059,2.192265,0.209512,'Strides Bangalore India.',Adult
FPQ-3815,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,6.509913,0.628536,'Mylan (formerly Matrix) Nashik',Adult
FPQ-6243,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,8.33804,0.796145,'Mylan (formerly Matrix) Nashik',Adult
FPQ-9063,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.831366,0.544731,'Aurobindo Unit III India',Adult
FPQ-4384,'From RDC','N/A - From RDC','N/A - From RDC',Indinavir,Crixivan,400mg,Capsule,179.179179,37.157041,1.173266,'MSD Haarlem NL',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Mylan (formerly Matrix) Nashik',Adult
FPQ-13973,'Direct Drop',DDP,6/25/14,'Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,13.428554,2.514142,'Mylan (formerly Matrix) Nashik',Adult
FPQ-7162,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.865283,0.167609,'Strides Bangalore India.',Adult
FPQ-13035,'Direct Drop',DDP,12/2/13,Didanosine,Generic,400mg,'Delayed-release capsules',29.029029,14.483814,2.723654,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.174549,1.550388,'Aurobindo Unit III India',Adult
FPQ-10895,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Zidovudine,Generic,150/300mg,'Tablet - FDC',59.059059,5.402634,0.502828,'Aurobindo Unit III India',Adult
FPQ-13628,'From RDC','N/A - From RDC','N/A - From RDC','Tenofovir Disoproxil Fumarate',Generic,300mg,Tablet,29.029029,2.69017,0.502828,'Mylan (formerly Matrix) Nashik',Adult
FPQ-8932,'Direct Drop',EXW,12/13/11,'Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.975803,0.754243,'Aurobindo Unit VII IN',Adult
'Pre-PQ Process','Direct Drop',EXW,5/13/08,Stavudine,Generic,30mg,Capsule,59.059059,1.077554,0.083805,'Strides Bangalore India.',Adult
FPQ-14370,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.02497,1.885607,'Mylan (formerly Matrix) Nashik',Adult
FPQ-12522,'Direct Drop',DDP,8/27/14,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,19.143307,0.87995,'ABBVIE Ludwigshafen Germany',Adult
FPQ-10405,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,2.474659,0.460926,'Hetero Jadcherla unit 5 IN',Adult
FPQ-6484,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.731518,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,9.229809,1.717997,'Cipla Goa India',Adult
'Pre-PQ Process','Direct Drop',CIP,11/29/06,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,119.119119,134.374721,6.327257,'ABBVIE (Abbott) Logis. UK',Adult
FPQ-5014,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.975803,0.754243,'Mylan (formerly Matrix) Nashik',Adult
FPQ-3588,'Direct Drop',CIP,5/13/09,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,'Tablet - FDC',59.059059,39.914093,3.771213,'GSK Ware (UK)',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.729616,0.544731,'Aurobindo Unit III India',Adult
FPQ-12837,'Direct Drop',EXW,8/23/13,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.041735,0.586633,'Aurobindo Unit III India',Adult
FPQ-12800,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,'Tablet - FDC',59.059059,6.026872,0.586633,'Strides Bangalore India.',Adult
FPQ-11143,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.679498,0.167609,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.378051,0.209512,'Hetero Unit III Hyderabad IN',Adult
FPQ-5648,'Direct Drop',DDP,6/16/10,Abacavir,Generic,300mg,Tablet,59.059059,12.841473,1.215169,'Cipla Patalganga India',Adult
FPQ-5201,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.358045,0.502828,'Aurobindo Unit III India',Adult
FPQ-12522,'Direct Drop',DDP,8/29/14,'Emtricitabine/Tenofovir Disoproxil Fumarate',Generic,200/300mg,'Tablet - FDC',29.029029,24.768883,4.651163,'Aurobindo Unit III India',Adult
FPQ-11545,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,3.574507,0.670438,'Cipla Kurkumbh India',Adult
'Pre-PQ Process','Direct Drop',EXW,11/14/06,Abacavir,Generic,300mg,Tablet,59.059059,32.735353,3.058873,'Aurobindo Unit III India',Adult
FPQ-4325,'From RDC','N/A - From RDC','N/A - From RDC',Zidovudine,Generic,300mg,Tablet,59.059059,5.59585,0.544731,'Aurobindo Unit III India',Adult
FPQ-4475,'From RDC','N/A - From RDC','N/A - From RDC','Lamivudine/Tenofovir Disoproxil Fumarate',Generic,300/300mg,'Tablet - FDC',29.029029,7.431408,1.382778,'Mylan (formerly Matrix) Nashik',Adult
FPQ-11281,'From RDC','N/A - From RDC','N/A - From RDC',Lamivudine,Generic,150mg,Tablet,59.059059,1.47885,0.125707,'Hetero Unit III Hyderabad IN',Adult
FPQ-8297,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,10.87215,1.005657,'Mylan (formerly Matrix) Nashik',Adult
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,2.028774,0.209512,'Aurobindo Unit III India',Adult
'Pre-PQ Process','Direct Drop',EXW,4/29/09,Didanosine,Generic,250mg,'Delayed-release capsules',29.029029,9.660831,1.801802,'Aurobindo Unit III India',Adult
FPQ-12286,'Direct Drop',EXW,6/11/13,'Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate',Generic,600/300/300mg,'Tablet - FDC',29.029029,7.802979,1.466583,'Hetero Unit III Hyderabad IN',Adult
FPQ-5023,'From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,3.418448,0.628536,'Aurobindo Unit III India',Adult
FPQ-10042,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir,Generic,300mg,Tablet,59.059059,9.772302,0.921852,'Aurobindo Unit III India',Adult
'Pre-PQ Process','From RDC','N/A - From RDC','N/A - From RDC',Efavirenz,Generic,600mg,Tablet,29.029029,8.925121,1.676095,'Aurobindo Unit III India',Adult
FPQ-10357,'From RDC','N/A - From RDC','N/A - From RDC',Nevirapine,Generic,200mg,Tablet,59.059059,1.798401,0.167609,'Hetero Unit III Hyderabad IN',Adult
FPQ-13628,'From RDC','N/A - From RDC','N/A - From RDC',Abacavir/Lamivudine,Generic,600/300mg,'Tablet - FDC',29.029029,10.02497,1.885607,'Mylan (formerly Matrix) Nashik',Adult
